Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,445.79998779296875,445.8999938964844,439.6000061035156,441.0,421.93585205078125,36036
2018-01-03,442.0,444.5,441.6000061035156,443.0,423.8493957519531,24416
2018-01-04,444.6000061035156,445.29998779296875,442.29998779296875,443.79998779296875,424.61480712890625,39774
2018-01-05,443.3999938964844,447.5,443.3999938964844,447.5,428.15484619140625,40301
2018-01-08,447.79998779296875,449.20001220703125,447.0,447.8999938964844,428.53753662109375,37191
2018-01-09,447.70001220703125,451.70001220703125,447.1000061035156,448.8999938964844,429.4942932128906,43590
2018-01-10,449.0,451.0,448.0,449.70001220703125,430.2597351074219,47815
2018-01-11,449.79998779296875,450.1000061035156,445.6000061035156,445.6000061035156,426.3370056152344,44966
2018-01-12,445.79998779296875,446.8999938964844,444.29998779296875,445.8999938964844,426.6239318847656,36507
2018-01-15,447.0,448.5,445.6000061035156,446.20001220703125,426.9111022949219,25086
2018-01-16,445.29998779296875,447.6000061035156,445.29998779296875,447.0,427.6764221191406,44843
2018-01-17,445.6000061035156,450.0,445.3999938964844,448.0,428.6332092285156,48901
2018-01-18,449.0,449.0,439.70001220703125,441.70001220703125,422.6055908203125,65119
2018-01-19,442.0,445.1000061035156,440.29998779296875,445.1000061035156,425.858642578125,55527
2018-01-22,445.0,445.79998779296875,443.6000061035156,445.6000061035156,426.3370056152344,33225
2018-01-23,446.6000061035156,447.6000061035156,445.0,446.70001220703125,427.389404296875,24384
2018-01-24,446.20001220703125,447.79998779296875,444.0,444.0,424.80609130859375,36380
2018-01-25,445.79998779296875,446.29998779296875,439.0,439.70001220703125,420.69207763671875,37336
2018-01-26,441.0,448.3999938964844,441.0,448.1000061035156,428.7288818359375,46034
2018-01-29,447.8999938964844,448.29998779296875,442.29998779296875,443.0,423.8493957519531,31813
2018-01-30,443.5,446.8999938964844,443.5,444.0,424.80609130859375,36336
2018-01-31,445.8999938964844,447.29998779296875,444.70001220703125,445.20001220703125,425.9542541503906,41655
2018-02-01,444.70001220703125,448.0,444.20001220703125,445.79998779296875,426.52825927734375,39559
2018-02-02,445.5,446.0,442.3999938964844,443.0,423.8493957519531,57612
2018-02-05,439.5,442.0,435.3999938964844,436.1000061035156,417.24761962890625,47535
2018-02-06,424.8999938964844,431.5,417.8999938964844,426.70001220703125,408.2540283203125,89298
2018-02-07,430.5,436.79998779296875,427.1000061035156,432.1000061035156,413.4205627441406,81037
2018-02-08,430.0,434.70001220703125,422.6000061035156,422.6000061035156,404.3312683105469,105139
2018-02-09,420.0,426.3999938964844,420.0,422.8999938964844,404.61822509765625,78734
2018-02-12,426.0,436.70001220703125,425.70001220703125,433.6000061035156,414.8557434082031,59424
2018-02-13,436.0,436.70001220703125,431.70001220703125,434.0,415.2384338378906,67542
2018-02-14,435.79998779296875,437.70001220703125,432.8999938964844,434.70001220703125,415.9082336425781,47954
2018-02-15,435.79998779296875,444.3999938964844,435.29998779296875,443.0,423.8493957519531,45406
2018-02-16,443.20001220703125,446.20001220703125,442.3999938964844,445.1000061035156,425.858642578125,31872
2018-02-19,446.79998779296875,448.0,439.79998779296875,441.6000061035156,422.5099182128906,29828
2018-02-20,441.0,442.6000061035156,438.70001220703125,439.1000061035156,421.54986572265625,46107
2018-02-21,440.20001220703125,445.20001220703125,439.5,444.5,426.73406982421875,44856
2018-02-22,441.70001220703125,446.0,438.8999938964844,443.1000061035156,425.3900146484375,45217
2018-02-23,444.6000061035156,447.0,442.3999938964844,447.0,429.1341552734375,44691
2018-02-26,448.0,449.8999938964844,444.1000061035156,446.29998779296875,428.4620666503906,29493
2018-02-27,448.79998779296875,449.0,440.1000061035156,441.3999938964844,423.7579650878906,49446
2018-02-28,440.0,444.29998779296875,439.79998779296875,442.1000061035156,424.42999267578125,57057
2018-03-01,442.20001220703125,445.6000061035156,438.6000061035156,441.6000061035156,423.9499206542969,52926
2018-03-02,437.8999938964844,440.79998779296875,437.29998779296875,440.79998779296875,423.18194580078125,67912
2018-03-05,440.5,445.1000061035156,439.70001220703125,440.0,422.4139404296875,54206
2018-03-06,443.0,445.0,441.5,442.70001220703125,425.0059814453125,38464
2018-03-07,441.8999938964844,442.0,437.5,441.1000061035156,423.4699401855469,47711
2018-03-08,441.0,445.70001220703125,441.0,443.79998779296875,426.06201171875,45200
2018-03-09,445.1000061035156,447.79998779296875,441.29998779296875,447.79998779296875,429.9021911621094,69091
2018-03-12,449.0,449.3999938964844,446.20001220703125,448.1000061035156,430.190185546875,32758
2018-03-13,449.0,452.8999938964844,444.1000061035156,446.79998779296875,428.9420471191406,66156
2018-03-14,447.70001220703125,449.20001220703125,444.29998779296875,444.70001220703125,426.9260559082031,40603
2018-03-15,446.0,450.0,445.0,449.8999938964844,431.918212890625,41290
2018-03-16,451.0,454.6000061035156,449.20001220703125,451.70001220703125,433.646240234375,108838
2018-03-19,451.6000061035156,453.29998779296875,448.6000061035156,451.70001220703125,433.646240234375,45437
2018-03-20,451.0,453.0,449.79998779296875,453.0,434.8943176269531,36910
2018-03-21,456.0,475.8999938964844,456.0,464.0,445.45465087890625,140842
2018-03-22,464.20001220703125,467.6000061035156,460.5,466.70001220703125,448.0467529296875,85900
2018-03-23,464.79998779296875,468.5,458.8999938964844,466.29998779296875,447.66278076171875,87129
2018-03-26,469.20001220703125,469.3999938964844,464.0,466.20001220703125,447.5667419433594,55687
2018-03-27,469.79998779296875,475.5,469.6000061035156,473.3999938964844,454.4789123535156,92863
2018-03-28,470.29998779296875,478.1000061035156,469.20001220703125,478.1000061035156,458.9910888671875,75871
2018-03-29,480.0,482.70001220703125,478.70001220703125,481.5,462.2552185058594,67223
2018-04-03,481.79998779296875,486.1000061035156,479.6000061035156,484.20001220703125,464.8472900390625,57290
2018-04-04,487.8999938964844,491.0,482.1000061035156,491.0,471.37548828125,83119
2018-04-05,495.0,496.0,490.5,496.0,476.1756591796875,86644
2018-04-06,495.29998779296875,499.6000061035156,495.0,498.5,478.57568359375,66232
2018-04-09,500.0,505.6000061035156,496.20001220703125,503.6000061035156,483.47186279296875,62591
2018-04-10,507.79998779296875,513.2000122070312,502.20001220703125,504.0,483.8559265136719,63569
2018-04-11,502.20001220703125,509.79998779296875,501.79998779296875,509.79998779296875,489.42413330078125,47823
2018-04-12,505.20001220703125,511.6000061035156,505.0,511.6000061035156,491.15216064453125,45271
2018-04-13,514.0,516.5999755859375,512.0,516.5999755859375,495.9523010253906,49270
2018-04-16,517.0,520.7999877929688,514.5999755859375,520.7999877929688,499.98443603515625,39213
2018-04-17,523.2000122070312,526.4000244140625,520.5999755859375,524.2000122070312,503.2485656738281,55753
2018-04-18,526.2000122070312,526.2000122070312,514.4000244140625,521.7999877929688,500.94451904296875,57917
2018-04-19,521.7999877929688,521.7999877929688,514.2000122070312,516.0,495.37628173828125,57961
2018-04-20,516.0,517.5999755859375,514.2000122070312,517.5999755859375,496.9123840332031,65731
2018-04-23,517.4000244140625,517.5999755859375,513.4000244140625,517.5999755859375,496.9123840332031,44527
2018-04-24,516.7999877929688,519.5999755859375,515.4000244140625,517.7999877929688,497.10430908203125,59179
2018-04-25,516.7999877929688,522.2000122070312,516.7999877929688,520.2000122070312,499.4084167480469,55953
2018-04-26,522.0,524.7999877929688,519.5999755859375,524.0,503.0564880371094,62740
2018-04-27,525.0,534.4000244140625,524.0,534.2000122070312,512.8489990234375,63553
2018-04-30,534.7999877929688,535.7999877929688,532.4000244140625,535.7999877929688,514.3848876953125,67625
2018-05-02,535.4000244140625,542.5999755859375,534.5999755859375,542.0,520.3370971679688,73447
2018-05-03,545.4000244140625,549.4000244140625,539.5999755859375,549.4000244140625,527.4412841796875,81135
2018-05-04,552.4000244140625,555.5999755859375,546.5999755859375,548.0,526.0972290039062,75691
2018-05-07,548.0,553.0,548.0,551.4000244140625,529.3614501953125,42803
2018-05-08,553.5999755859375,565.4000244140625,552.7999877929688,565.4000244140625,542.8019409179688,75564
2018-05-09,566.4000244140625,572.0,562.4000244140625,572.0,549.1380615234375,87612
2018-05-10,572.0,581.0,570.4000244140625,580.2000122070312,557.0103149414062,56880
2018-05-11,582.5999755859375,584.0,577.4000244140625,584.0,560.6583862304688,48266
2018-05-14,584.5999755859375,586.7999877929688,582.5999755859375,586.7999877929688,563.346435546875,41150
2018-05-15,586.4000244140625,586.4000244140625,578.4000244140625,585.4000244140625,562.0025024414062,66830
2018-05-16,585.0,590.0,580.7999877929688,589.7999877929688,566.2265625,98539
2018-05-17,585.4000244140625,592.4000244140625,585.4000244140625,591.2000122070312,567.5706176757812,66738
2018-05-18,587.5999755859375,595.7999877929688,583.0,595.7999877929688,571.9867553710938,73137
2018-05-21,597.7999877929688,608.0,597.4000244140625,604.2000122070312,580.0510864257812,54976
2018-05-22,603.7999877929688,607.7999877929688,602.0,605.0,580.8191528320312,76430
2018-05-23,601.2000122070312,605.0,595.2000122070312,605.0,580.8191528320312,101415
2018-05-24,602.5999755859375,611.0,601.4000244140625,607.7999877929688,583.5072021484375,105312
2018-05-25,607.0,611.2000122070312,605.0,608.0,583.6991577148438,98029
2018-05-28,611.7999877929688,612.4000244140625,609.2000122070312,610.0,585.6193237304688,43669
2018-05-29,604.2000122070312,612.7999877929688,604.2000122070312,612.4000244140625,587.92333984375,81893
2018-05-30,612.7999877929688,612.7999877929688,602.2000122070312,609.7999877929688,585.4273681640625,70808
2018-05-31,612.0,614.5999755859375,608.7999877929688,608.7999877929688,584.4672241210938,313418
2018-06-01,610.0,613.7999877929688,604.7999877929688,607.5999755859375,583.315185546875,74825
2018-06-04,600.5999755859375,606.7999877929688,598.7999877929688,599.2000122070312,575.2509155273438,121047
2018-06-05,595.2000122070312,596.4000244140625,589.4000244140625,593.0,569.2986450195312,148699
2018-06-06,592.7999877929688,597.5999755859375,588.2000122070312,596.2000122070312,572.370849609375,107071
2018-06-07,584.5999755859375,585.7999877929688,558.4000244140625,561.0,543.1326904296875,177392
2018-06-08,564.2000122070312,570.0,560.2000122070312,563.2000122070312,545.2625732421875,146055
2018-06-11,563.2000122070312,572.4000244140625,563.2000122070312,564.0,546.037109375,102688
2018-06-12,558.0,565.4000244140625,552.4000244140625,553.5999755859375,535.9683837890625,164252
2018-06-13,555.4000244140625,563.0,553.2000122070312,557.5999755859375,539.8409423828125,109419
2018-06-14,558.2000122070312,559.2000122070312,551.4000244140625,551.4000244140625,533.8385009765625,133041
2018-06-15,555.0,557.7999877929688,546.5999755859375,548.5999755859375,531.1275024414062,870851
