Date,Open,High,Low,Close,Adj Close,Volume,Returns,summary_sentiment_VADER,RSI,MACD,MACD_signal,AROONOSC,OBV
2018-02-19,614.5999755859375,629.0,610.7999877929688,623.2000122070312,521.546142578125,515056.0,0.0,0.0,54.65909574586861,-8.656592448177662,-19.312415589213476,-44.0,-3313464.0
2018-02-20,623.2000122070312,626.2000122070312,620.0,623.2000122070312,521.546142578125,249809.0,-0.03214596642674089,0.0,54.659095745868605,-6.274140403753336,-16.70476055212145,-44.0,-3313464.0
2018-02-21,622.2000122070312,627.2000122070312,617.7999877929688,622.0,520.5419311523438,382516.0,-0.6769845328420089,0.0,54.10586009992158,-4.431774215619839,-14.250163284821127,-44.0,-3695980.0
2018-02-22,620.4000244140625,624.7999877929688,613.5999755859375,616.2000122070312,515.6879272460938,359655.0,-0.9129501790357878,0.0,51.398036674718675,-3.4004974623546786,-12.080230120327837,-44.0,-4055635.0
2018-02-23,613.4000244140625,615.7999877929688,607.4000244140625,607.7999877929688,508.6580505371094,443539.0,-0.03279964103560387,0.0,47.676529804186806,-3.22385240992287,-10.308954578246844,-44.0,-4499174.0
2018-02-26,609.7999877929688,612.7999877929688,604.5999755859375,609.5999755859375,510.16448974609375,414195.0,1.3106159370945947,0.0,48.53642581674056,-2.905127460459653,-8.828189154689406,-44.0,-4084979.0
2018-02-27,610.4000244140625,623.2000122070312,610.4000244140625,618.4000244140625,517.529052734375,550683.0,0.2914586948319151,0.0,52.63477715128625,-1.9203091182040453,-7.446613147392334,-44.0,-3534296.0
2018-02-28,617.5999755859375,622.5999755859375,614.0,619.4000244140625,518.365966796875,447403.0,3.559870550161812,0.0,53.091924763248876,-1.0470718515571207,-6.166704888225292,32.0,-3086893.0
2018-03-01,618.0,643.2000122070312,614.2000122070312,640.0,535.6057739257812,946964.0,-0.6299212598425197,0.0,61.364406979031635,1.2923237385864468,-4.674899162862944,64.0,-2139929.0
2018-03-02,635.0,640.5999755859375,630.0,631.0,528.0738525390625,701833.0,-1.9420585752886903,0.0,56.662795748110895,2.392507477433014,-3.2614178348037526,64.0,-2841762.0
2018-03-05,628.2000122070312,629.7999877929688,615.4000244140625,616.0,515.5205688476562,1027740.0,1.4939935676199272,0.0,49.81260228446518,2.030628555134058,-2.20300855681619,64.0,-3869502.0
2018-03-06,615.7999877929688,631.7999877929688,615.7999877929688,625.0,523.052490234375,418305.0,-2.8843125526198494,0.0,53.448987655597826,2.4419128347559536,-1.2740242785017615,64.0,-3451197.0
2018-03-07,631.0,634.0,612.7999877929688,612.7999877929688,512.8424682617188,436466.0,1.6039259890292552,0.0,48.33628077922819,1.7630956944713034,-0.6666002839071484,64.0,-3887663.0
2018-03-08,611.0,621.7999877929688,605.5999755859375,620.7999877929688,519.5375366210938,364939.0,0.7397936171438707,0.0,51.60534331707716,1.8493432832001417,-0.16341157048569044,64.0,-3522724.0
2018-03-09,621.7999877929688,632.7999877929688,620.2000122070312,626.4000244140625,524.22412109375,383163.0,-0.7110477481745427,0.0,53.808692750113686,2.3425676112864267,0.337784265868733,64.0,-3139561.0
2018-03-12,618.7999877929688,624.2000122070312,613.2000122070312,614.4000244140625,514.1815795898438,528345.0,-0.41922550305042916,0.0,48.69275368766986,1.7450360437039762,0.6192346214357817,64.0,-3667906.0
2018-03-13,620.2000122070312,620.5999755859375,612.2000122070312,617.5999755859375,516.8594970703125,377622.0,-1.8536625063516259,0.0,50.056393311382365,1.5122648401498964,0.7978406651786046,64.0,-3290284.0
2018-03-14,615.0,615.4000244140625,603.4000244140625,603.5999755859375,505.1431884765625,482677.0,-1.74744081974263,0.0,44.48568344153664,0.19585133491352735,0.6774427991255891,64.0,-3772961.0
2018-03-15,606.5999755859375,619.4000244140625,596.0,596.0,498.7828979492188,762765.0,3.095240171263818,0.0,41.768207730678505,-1.444024550231461,0.2531493292541791,60.0,-4535726.0
2018-03-16,588.0,607.0,582.5999755859375,606.2000122070312,515.097412109375,610363.0,1.1881208262427805,0.0,46.492464858602865,-1.8986952864623845,-0.17721959388913366,-44.0,-3925363.0
2018-03-19,606.0,613.2000122070312,605.5999755859375,613.2000122070312,521.0454711914062,549947.0,0.8809175226855629,0.0,49.51924741656224,-1.6748766862278899,-0.47675101235688494,-44.0,-3375416.0
2018-03-20,613.0,620.5999755859375,609.2000122070312,618.4000244140625,525.4639892578125,532258.0,-1.4239462448169498,0.0,51.70479996527477,-1.0656175306544355,-0.5945243160163951,-44.0,-2843158.0
2018-03-21,618.0,621.0,609.2000122070312,609.2000122070312,517.6465454101562,387875.0,-0.3939632905402623,0.0,47.764666729274566,-1.3100380545620283,-0.7376270637255218,-44.0,-3231033.0
2018-03-22,609.2000122070312,612.2000122070312,606.4000244140625,606.7999877929688,515.607177734375,332511.0,0.46235946846197645,0.0,46.76351673634542,-1.6780613464426324,-0.925713920268944,-44.0,-3563544.0
2018-03-23,605.5999755859375,613.2000122070312,602.7999877929688,608.4000244140625,516.9669189453125,411517.0,6.381576939633018,0.0,47.552765546934076,-1.819637228182728,-1.1044985818517008,-44.0,-3152027.0
2018-03-26,608.0,647.4000244140625,608.0,646.7999877929688,549.5957641601562,1762751.0,0.6521758085452252,0.0,62.08182678450469,1.1534230454457202,-0.6529142563922166,24.0,-1389276.0
2018-03-27,644.0,652.7999877929688,642.0,648.2000122070312,550.7854614257812,646488.0,-0.40123080029899694,0.0,62.489820604722055,3.5812822097185517,0.19392503682993723,28.0,-742788.0
2018-03-28,648.0,650.4000244140625,641.7999877929688,645.4000244140625,548.40625,433627.0,0.7129534251250856,0.0,61.074447502629525,5.2192778881602635,1.1989956070960024,28.0,-1176415.0
2018-04-03,645.2000122070312,653.5999755859375,641.5999755859375,649.7999877929688,552.1450805664062,466391.0,-0.06250381469726562,0.0,62.511387502183425,6.794123115021307,2.318021108681063,36.0,-710024.0
2018-04-04,640.0,645.4000244140625,628.0,639.5999755859375,543.4778442382812,795767.0,-0.2503874156396713,0.0,57.23649967989848,7.136874121089136,3.2817917111626778,36.0,-1505791.0
2018-04-05,639.0,650.7999877929688,635.4000244140625,637.4000244140625,541.6085815429688,606781.0,2.589699779397426,0.0,56.136241875119964,7.148584654911929,4.055150299912528,36.0,-2112572.0
2018-04-06,641.0,659.5999755859375,639.0,657.5999755859375,558.7727661132812,848015.0,3.1973204004716655,0.0,63.14227082279472,8.687686338655908,4.981657507661204,48.0,-1264557.0
2018-04-09,656.7999877929688,689.2000122070312,656.7999877929688,677.7999877929688,575.93701171875,1392838.0,-0.855707863296736,0.0,68.55167682691594,11.405927248832086,6.2665114558953805,52.0,128281.0
2018-04-10,677.7999877929688,681.2000122070312,666.4000244140625,672.0,571.0086669921875,566324.0,1.4814814814814816,0.0,65.57573588688759,12.942944009800726,7.6017979666764495,52.0,-438043.0
2018-04-11,675.0,686.4000244140625,671.0,685.0,582.0550537109375,680415.0,-0.9623761597280635,0.0,68.84081202461816,15.036698520419463,9.088778077425053,52.0,242372.0
2018-04-12,685.7999877929688,688.5999755859375,676.5999755859375,679.2000122070312,577.1266479492188,542830.0,-0.44065805725488644,0.0,65.84034303010166,16.043068999437537,10.47963626182755,52.0,-300458.0
2018-04-13,680.7999877929688,684.7999877929688,676.0,677.7999877929688,575.93701171875,413889.0,0.8501887553775934,0.0,65.10271825710251,16.53702604256705,11.69111421797545,52.0,-714347.0
2018-04-16,682.2000122070312,689.4000244140625,679.2000122070312,688.0,584.6040649414062,422229.0,-0.496353929060219,0.0,67.92236986245216,17.549249474154635,12.862741269211288,72.0,-292118.0
2018-04-17,685.0,692.2000122070312,678.5999755859375,681.5999755859375,579.1659545898438,376717.0,2.074802844145432,0.0,64.40599038979855,17.631767315169554,13.816546478402941,76.0,-668835.0
2018-04-18,684.4000244140625,698.5999755859375,681.7999877929688,698.5999755859375,593.6112060546875,651890.0,2.0705763283445826,0.0,68.99727990522317,18.851611580179224,14.823559498758197,80.0,-16945.0
2018-04-19,685.7999877929688,702.0,685.7999877929688,700.0,594.8006591796875,291300.0,-0.7999965122767858,0.0,69.34794196225096,19.70417970026665,15.799683539059888,84.0,274355.0
2018-04-20,700.0,706.4000244140625,692.4000244140625,694.4000244140625,590.0422973632812,539563.0,-0.20207323954581313,0.0,66.12615050298402,19.70087542054216,16.579921915356344,88.0,-265208.0
2018-04-23,692.7999877929688,695.0,685.5999755859375,691.4000244140625,587.4931030273438,412108.0,0.0,0.0,64.40003537337331,19.23445895727616,17.110829323740308,88.0,-677316.0
2018-04-24,694.7999877929688,702.0,688.0,694.7999877929688,590.3822021484375,448351.0,-0.430416068866571,0.0,65.49920149131502,18.92105898970385,17.472875256933015,88.0,-228965.0
2018-04-25,697.0,701.0,691.0,694.0,589.7024536132812,477426.0,0.5491311839550217,0.0,64.99073885509978,18.396076410660157,17.657515487678445,88.0,-706391.0
2018-04-26,692.0,697.4000244140625,688.0,695.7999877929688,591.2319946289062,363271.0,-0.48696997344857107,0.0,65.63711240123612,17.918712146624443,17.709754819467644,68.0,-343120.0
2018-04-30,698.2000122070312,698.7999877929688,689.5999755859375,694.7999877929688,590.3822021484375,537585.0,-0.6647363563493497,0.0,64.91998851805089,17.26073487825886,17.619950831225886,68.0,-880705.0
2018-05-01,692.0,692.0,682.4000244140625,687.4000244140625,584.0942993164062,598042.0,0.1455604075691412,0.0,59.72026006460417,15.958211622068234,17.287602989394355,68.0,-1478747.0
2018-05-02,687.0,697.0,686.7999877929688,688.0,584.6040649414062,305844.0,-0.8985524937726449,0.0,59.99999772420937,14.803717532226415,16.790825897960765,68.0,-1172903.0
2018-05-03,690.0,692.2000122070312,683.7999877929688,683.7999877929688,581.035400390625,540975.0,-0.029233002552290006,0.0,57.01492775692655,13.39545232814578,16.111751183997768,68.0,-1713878.0
2018-05-04,684.2000122070312,692.4000244140625,683.5999755859375,684.0,581.2052612304688,515422.0,-0.6438431748425849,0.0,57.124324624821234,12.155411306385531,15.32048320847532,64.0,-1198456.0
2018-05-07,683.4000244140625,690.4000244140625,677.0,679.0,576.9567260742188,408955.0,1.1143659216917154,0.0,53.46141769478604,10.646485590688599,14.385683684917975,48.0,-1607411.0
2018-05-08,682.0,689.5999755859375,680.4000244140625,689.5999755859375,585.963623046875,467122.0,-0.9857912312705993,0.0,59.40438659388288,10.188533460280837,13.546253639990548,48.0,-1140289.0
2018-05-09,689.7999877929688,692.2000122070312,682.4000244140625,683.0,580.3555908203125,578135.0,1.020705763283446,0.0,54.71894855310037,9.187136633757973,12.674430238744034,48.0,-1718424.0
2018-05-14,685.7999877929688,696.2000122070312,684.7999877929688,692.7999877929688,588.6827392578125,689087.0,-4.48662799995155,0.0,59.79036944489957,9.079635164738875,11.955471223943002,48.0,-1029337.0
2018-05-15,695.4000244140625,695.4000244140625,664.2000122070312,664.2000122070312,564.380859375,1323148.0,-10.952380952380953,0.0,44.22377063971239,6.610459207344434,10.88646882062329,44.0,-2352485.0
2018-05-16,630.0,630.5999755859375,561.0,561.0,476.6902770996094,4147507.0,-3.8146211076760252,0.0,21.983040889001206,-3.631892835133499,7.982796489471932,-60.0,-6499992.0
2018-05-17,561.0,565.0,531.2000122070312,539.5999755859375,458.5063781738281,2585540.0,-5.444443314163773,0.0,19.76343946219261,-13.322262988793454,3.721784593818855,-64.0,-9085532.0
2018-05-18,540.0,542.4000244140625,507.0,510.6000061035156,433.86468505859375,2269553.0,-2.7184466019417477,0.0,17.225266910758428,-23.076000555201176,-1.637772435985151,-68.0,-11355085.0
2018-05-22,515.0,517.0,498.5,501.0,425.7073669433594,1985807.0,0.1984126984126984,0.0,16.471145833107677,-31.220655824260348,-7.554349113640191,-72.0,-13340892.0
2018-05-23,504.0,510.3999938964844,499.6000061035156,505.0,429.1062316894531,1526443.0,2.533647562091358,0.0,18.080441667048056,-36.92691672367414,-13.428862635646981,-72.0,-11814449.0
2018-05-24,505.2000122070313,518.2000122070312,503.0,518.0,440.1525573730469,1380782.0,1.3469400211256377,0.0,23.255493513438093,-39.93977735171984,-18.731045578861554,-72.0,-10433667.0
2018-05-25,490.0,500.0,476.1000061035156,496.6000061035156,421.9685974121094,2435905.0,-0.9188985312486035,0.0,20.91338789344698,-43.552248555159395,-23.695286174121122,-84.0,-12869572.0
2018-05-28,500.6000061035156,505.7999877929688,490.0,496.0,421.4588012695313,1010619.0,-2.0866761685082222,0.0,20.849984376008283,-45.93407407545476,-28.14304375438785,-84.0,-13880191.0
2018-05-29,498.3999938964844,500.0,485.7999877929688,488.0,414.6611022949219,810603.0,-1.255920516822127,0.0,19.980207311354775,-47.91488809761836,-32.097412623033954,-84.0,-14690794.0
2018-05-30,485.7000122070313,489.2999877929688,475.2999877929688,479.6000061035156,407.5234375,946048.0,0.9380862800682748,0.0,19.080174728565456,-49.590854287949014,-35.59610095601697,-96.0,-15636842.0
2018-05-31,479.7000122070313,488.2999877929688,479.1000061035156,484.2000122070313,411.4321594238281,744823.0,2.704920534227727,0.0,21.174241479467618,-49.97184321755219,-38.47124940832401,-96.0,-14892019.0
2018-06-01,488.0,502.7999877929688,486.2999877929688,501.2000122070313,425.8772888183594,2423278.0,0.5544530283106548,0.0,28.534717413180584,-48.34473376675635,-40.44594628001048,-88.0,-12468741.0
2018-06-04,505.0,508.3999938964844,500.2000122070313,507.7999877929688,431.4854431152344,698195.0,-1.4189952258694647,0.0,31.2199286239614,-45.99250199911489,-41.555257423831364,-88.0,-11770546.0
2018-06-06,507.3999938964844,507.3999938964844,496.3999938964844,500.2000122070313,425.0276184082031,944414.0,4.9832469616447845,0.0,29.830004151396324,-44.23172015383966,-42.09054996983302,-84.0,-12714960.0
2018-06-07,477.6000061035156,505.0,477.2000122070313,501.3999938964844,426.04730224609375,1049810.0,-0.15904329880093304,0.0,30.357212822956477,-42.25239999608834,-42.12291997508409,-76.0,-11665150.0
2018-06-08,503.0,507.7999877929688,495.2999877929688,502.2000122070313,426.72705078125,762074.0,0.39968026067037316,0.0,30.730876409734275,-40.15632262839233,-41.729600505745736,-76.0,-10903076.0
2018-06-11,500.3999938964844,504.6000061035156,494.1000061035156,502.3999938964844,426.8969421386719,559443.0,0.4003202513143296,0.0,30.830782620102738,-38.04052190493178,-40.991784785582944,-68.0,-10343633.0
2018-06-12,499.6000061035156,502.7999877929688,492.0,501.6000061035156,426.2171936035156,461680.0,2.147968984719956,0.0,30.64040098701577,-36.01314974433848,-39.99605777733405,-68.0,-10805313.0
2018-06-13,502.7999877929688,515.5999755859375,501.6000061035156,513.5999755859375,436.4137573242188,760205.0,0.7766990291262136,0.0,36.93160465281475,-33.057083964713684,-38.60826301480998,-44.0,-10045108.0
2018-06-14,515.0,520.4000244140625,510.0,519.0,441.0022277832031,564070.0,-4.383560449409858,0.0,39.58716779703927,-29.933587928105624,-36.873327997469104,-44.0,-9481038.0
2018-06-15,511.0,512.0,485.2999877929688,488.6000061035156,415.1708984375,1373606.0,-1.1258955987717503,0.0,31.536664006681598,-29.5703516526695,-35.412732728509184,-44.0,-10854644.0
2018-06-18,488.5,497.2999877929688,482.1000061035156,483.0,410.4124755859375,1336262.0,0.4555833992209265,0.0,30.31371735823794,-29.395504896381283,-34.209287162083605,-44.0,-12190906.0
2018-06-19,482.8999938964844,487.7000122070313,477.2000122070313,485.1000061035156,412.1968994140625,623811.0,0.9555476032068182,0.0,31.38821926644015,-28.75600333380794,-33.11863039642847,-44.0,-11567095.0
2018-06-20,481.3999938964844,490.2999877929688,479.6000061035156,486.0,412.961669921875,564056.0,-0.737101996008334,0.0,31.873041562152913,-27.855471219436197,-32.065998561030014,-44.0,-11003039.0
2018-06-21,488.3999938964844,491.1000061035156,482.0,484.7999877929688,411.9419555664063,471002.0,-0.9621314651036219,0.0,31.552891318061636,-26.928212317632585,-31.03844131235053,-40.0,-11474041.0
2018-06-22,488.5,490.7000122070313,480.8999938964844,483.7999877929688,411.09222412109375,391815.0,1.01491808988274,0.0,31.271006807773777,-25.97462528838321,-30.025678107557063,-36.0,-11865856.0
2018-06-25,482.7999877929688,488.2000122070313,478.0,487.7000122070313,414.4061584472656,347978.0,-0.8647338071799423,0.0,33.756581374033615,-24.620392759064487,-28.944621037858546,-32.0,-11517878.0
2018-06-26,485.7000122070313,486.1000061035156,465.7000122070313,481.5,409.137939453125,1022123.0,-2.374998728434245,0.0,31.788398855238547,-23.773397959058684,-27.910376422098572,-100.0,-12540001.0
2018-06-27,480.0,482.1000061035156,460.7000122070313,468.6000061035156,398.1765747070313,833391.0,-4.123929015591601,0.0,28.115310016529875,-23.867935472630677,-27.101888232204992,-36.0,-13373392.0
2018-06-28,468.0,468.6000061035156,448.3999938964844,448.7000122070313,381.2672729492188,1233247.0,0.0,0.0,23.58745960802376,-25.25746796107319,-26.733004177978632,-40.0,-14606639.0
2018-06-29,444.0,452.3999938964844,435.6000061035156,444.0,377.2736206054688,890076.0,-0.3576231840284209,0.0,22.65929231290076,-26.43322837211099,-26.673049016805102,-44.0,-15496715.0
2018-07-02,447.3999938964844,451.8999938964844,440.0,445.7999877929688,378.8031005859375,755655.0,-0.6101722501765409,0.0,23.89443397144889,-26.909586039757187,-26.72035642139552,-44.0,-14741060.0
