Date,Open,High,Low,Close,Adj Close,Volume,Returns,Lag2,Lag3,Lag4,Lag7,Lag15,Lag22,summary_sentiment_VADER,RSI,MACD,MACD_signal,AROONOSC,OBV
2018-03-23,70.0,70.0,68.09793090820312,68.1638412475586,58.47218704223633,2674222.0,-0.5766922737008209,-0.46685352912282185,0.8340018136160714,-1.225845512329709,0.9862136318945798,0.6571787925224364,0.8665066952997423,0.0,37.798233036211165,-1.3344928101037965,-1.7760994411539268,-52.0,11617643.0
2018-03-26,68.57815551757812,69.6704330444336,68.15442657470703,68.18267059326172,58.48834228515625,3321936.0,1.6619061331469662,-2.623083932059152,-0.46685352912282185,0.8340018136160714,-0.3600437934610826,0.38204847542670356,0.750165521582929,0.0,37.89875607396491,-1.3658922302685426,-1.69405799897685,-52.0,14939579.0
2018-03-27,69.1242904663086,70.36723327636719,68.88888549804688,70.2730712890625,60.28152847290039,2281495.0,-1.6014951786673195,-0.5766922737008209,-2.623083932059152,-0.46685352912282185,1.0038820242053075,-0.7970842684170164,0.2912707803443715,0.0,47.954710697383575,-1.2081715810999185,-1.5968807154014637,-48.0,17221074.0
2018-03-28,70.55555725097656,70.80037689208984,69.15254211425781,69.42561340332031,59.554569244384766,2172321.0,-0.4324866294788467,1.6619061331469662,-0.5766922737008209,-2.623083932059152,-1.225845512329709,1.1560720069172743,0.5021742251923588,0.0,44.78834353098681,-1.13843641288058,-1.505191854897287,-24.0,15048753.0
2018-03-29,69.6704330444336,70.30131530761719,69.06779479980469,69.3691177368164,59.506107330322266,2249635.0,-0.2556770076162287,-1.6014951786673195,1.6619061331469662,-0.5766922737008209,0.8340018136160714,-0.4648642684516651,-1.9505197839935318,0.0,44.57703217167619,-1.075333739804421,-1.4192202318787137,-24.0,12799118.0
2018-04-02,69.97174835205078,70.73446655273438,69.68926239013672,69.7928466796875,59.86958694458008,3263951.0,-0.988483925287046,-0.4324866294788467,-1.6014951786673195,1.6619061331469662,-0.46685352912282185,0.36824444986668364,-0.7321620638641279,0.0,46.61155601072685,-0.9798380689908868,-1.3313437993011483,-24.0,16063069.0
2018-04-03,69.53860473632812,69.97174835205078,68.04142761230469,68.85122680664062,59.06183624267578,1735627.0,1.185293119292639,-0.2556770076162287,-0.4324866294788467,-1.6014951786673195,-2.623083932059152,-0.6379003743628886,-1.0605475380410598,0.0,42.84738379932879,-0.9689682533089012,-1.2588686901026989,-24.0,14327442.0
2018-04-04,69.11487579345703,69.97174835205078,68.74764251708984,69.93408966064453,59.99074935913086,1930928.0,3.4347055817361873,-0.988483925287046,-0.2556770076162287,-0.4324866294788467,-0.5766922737008209,-0.2579331861859834,0.6571787925224364,0.0,48.04371144613205,-0.8630274207223181,-1.1797004362266228,-24.0,16258370.0
2018-04-05,69.35969543457031,71.86441040039062,69.28437042236328,71.74199676513672,61.541603088378906,1960452.0,1.5197153146397815,1.185293119292639,-0.988483925287046,-0.2556770076162287,1.6619061331469662,0.9862136318945798,0.38204847542670356,0.0,55.34382002710837,-0.6259697638277828,-1.0689543017468548,-24.0,18218822.0
2018-04-06,71.87382507324219,73.07909393310547,71.68550109863281,72.96610260009766,62.59165573120117,4449886.0,-0.9089731667005276,3.4347055817361873,1.185293119292639,-0.988483925287046,-1.6014951786673195,-0.3600437934610826,-0.7970842684170164,0.0,59.49375008842232,-0.33545780348529775,-0.9222550020945434,80.0,22668708.0
2018-04-09,72.51412200927734,73.36157989501953,71.13935852050781,71.85498809814453,61.63852691650391,2489328.0,-0.782064848903449,1.5197153146397815,3.4347055817361873,1.185293119292639,-0.4324866294788467,1.0038820242053075,1.1560720069172743,0.0,54.53932257574018,-0.19266175148121079,-0.7763363519718769,84.0,20179380.0
2018-04-10,72.24105834960938,72.6176986694336,71.63842010498047,71.67608642578125,61.48505783081055,2346277.0,1.4451227108508782,-0.9089731667005276,1.5197153146397815,3.4347055817361873,-0.2556770076162287,-1.225845512329709,-0.4648642684516651,0.0,53.76299351460744,-0.09286028572371663,-0.6396411387222448,84.0,17833103.0
2018-04-11,72.32579803466797,73.53107452392578,72.09039306640625,73.3709945678711,62.9389762878418,2109026.0,0.2975078490529416,-0.782064848903449,-0.9089731667005276,1.5197153146397815,-0.988483925287046,0.8340018136160714,0.36824444986668364,0.0,59.626400311693764,0.12159633024414518,-0.4873936449289668,92.0,19942129.0
2018-04-12,72.7966079711914,73.67231750488281,72.73069763183594,73.01318359375,62.63205337524414,2065802.0,-0.09000370327737443,1.4451227108508782,-0.782064848903449,-0.9089731667005276,1.185293119292639,-0.46685352912282185,-0.6379003743628886,0.0,57.95551268493369,0.2596888567250488,-0.33797714459816364,96.0,17876327.0
2018-04-13,73.23917388916016,73.79472351074219,73.01318359375,73.17325592041016,62.76935958862305,1630913.0,-1.0887668757983586,0.2975078490529416,1.4451227108508782,-0.782064848903449,3.4347055817361873,-2.623083932059152,-0.2579331861859834,0.0,58.515580929065045,0.3776908923427982,-0.19484353720997127,100.0,19507240.0
2018-04-16,73.51223754882812,74.18079376220703,72.35404968261719,72.71186065673828,62.373573303222656,1683058.0,0.4771075112906215,-0.09000370327737443,0.2975078490529416,1.4451227108508782,1.5197153146397815,-0.5766922737008209,0.9862136318945798,0.0,56.192050697714926,0.42903200015675225,-0.07006842973662657,36.0,17824182.0
