Date,Open,High,Low,Close,Adj Close,Volume,Returns,Lag4,summary_sentiment_VADER,RSI,MACD,MACD_signal,AROONOSC,OBV
2018-02-26,84.36000061035156,84.37999725341797,83.44000244140625,84.12000274658203,76.46241760253906,985327.0,0.4023625300480769,0.0,0.0,38.87612326505122,-1.2622017946400774,-1.2902576245373862,-40.0,-8631736.0
2018-02-27,84.5,85.08000183105469,84.33999633789062,84.83999633789062,77.11686706542969,1139028.0,-1.406804847250225,0.44748574070443786,0.0,42.913115621025426,-1.1999215099505989,-1.2721904016200287,-40.0,-7492708.0
2018-02-28,85.30000305175781,85.37999725341797,83.9000015258789,84.0999984741211,76.44422912597656,895529.0,-0.7154763531530798,-0.4014124558922798,0.0,39.989755593859876,-1.196483264526492,-1.2570489742013213,-40.0,-8388237.0
2018-03-01,83.86000061035156,83.95999908447266,83.0999984741211,83.26000213623047,75.68070220947266,1469336.0,-1.3281797611378612,-0.28449248699991336,0.0,36.91554802388741,-1.2471626004558516,-1.2550716994522273,-40.0,-9857573.0
2018-03-02,82.81999969482422,83.08000183105469,81.4800033569336,81.72000122070312,74.28089141845703,1344436.0,-0.37037413797260804,0.4023625300480769,0.0,32.05088527794737,-1.3955050295541866,-1.283158365472619,-84.0,-11202009.0
2018-03-05,81.0,81.31999969482422,80.41999816894531,80.69999694824219,73.35374450683594,1467834.0,2.3099859511876017,-1.406804847250225,0.0,29.29707871703407,-1.5771924013853322,-1.3419651726551618,-88.0,-12669843.0
2018-03-06,80.5199966430664,82.37999725341797,80.5,82.37999725341797,74.88080596923828,1500563.0,-1.0801746629564783,-0.7154763531530798,0.0,38.64724852141626,-1.5675492364369035,-1.3870819854115102,-88.0,-11169280.0
2018-03-07,83.31999969482422,83.37999725341797,82.41999816894531,82.41999816894531,74.91716766357422,1243009.0,0.09694841772804351,-1.3281797611378612,0.0,38.8545924095701,-1.5389392850370882,-1.4174534453366259,-88.0,-9926271.0
2018-03-08,82.5199966430664,82.81999969482422,81.5,82.5999984741211,75.08078002929688,1106980.0,1.1641997272995672,-0.37037413797260804,0.0,39.839859616845615,-1.4846273126153875,-1.4308882187923782,-88.0,-8819291.0
2018-03-09,82.45999908447266,83.55999755859375,82.45999908447266,83.41999816894531,75.82613372802734,910212.0,0.7664663349083084,2.3099859511876017,0.0,44.247250854474814,-1.3597432866281878,-1.4166592323595402,-84.0,-7909079.0
2018-03-12,83.5,84.18000030517578,83.05999755859375,84.13999938964844,76.4805908203125,1248843.0,0.0708855848610601,-1.0801746629564783,0.0,47.85930151622469,-1.1889680317202789,-1.3711209922316878,-80.0,-6660236.0
2018-03-13,84.63999938964844,84.77999877929688,84.13999938964844,84.69999694824219,76.98960876464844,781686.0,0.09485633688455099,0.09694841772804351,0.0,50.54311241402115,-0.9969480919277345,-1.2962864121708972,-76.0,-5878550.0
2018-03-14,84.33999633789062,85.12000274658203,84.27999877929688,84.41999816894531,76.735107421875,1420409.0,-1.0903036251379425,1.1641997272995672,0.0,49.18004090382813,-0.8574799722971136,-1.2085251241961406,-72.0,-7298959.0
2018-03-15,84.37999725341797,84.68000030517578,83.27999877929688,83.45999908447266,75.86249542236328,1435930.0,1.1933173789771405,0.7664663349083084,0.0,44.726355519734,-0.8150193500111413,-1.1298239693591408,-64.0,-8734889.0
2018-03-16,83.80000305175781,85.13999938964844,83.68000030517578,84.80000305175781,77.08051300048828,1494526.0,0.1412461721694663,0.0708855848610601,0.0,51.34914666859585,-0.6655696075249011,-1.0369730969922928,-64.0,-7240363.0
2018-03-19,84.95999908447266,85.45999908447266,84.5999984741211,85.08000183105469,77.33502960205078,3156378.0,0.6121928751121863,0.09485633688455099,0.0,52.62644880156551,-0.5185584296499002,-0.9332901635238142,-52.0,-4083985.0
2018-03-20,84.94000244140625,85.95999908447266,84.54000091552734,85.45999908447266,77.68042755126953,1228516.0,1.6530828215614322,-1.0903036251379425,0.0,54.37708229940507,-0.367156062897962,-0.8200633433986437,44.0,-2855469.0
2018-03-21,85.9000015258789,87.31999969482422,85.54000091552734,87.31999969482422,79.37110900878906,1166079.0,0.2286201881202099,1.1933173789771405,0.0,61.815258476100766,-0.09597574324492086,-0.6752458233678992,48.0,-1689390.0
2018-03-22,87.4800033569336,88.12000274658203,87.23999786376953,87.68000030517578,79.6983413696289,1100813.0,-1.241381415005388,0.1412461721694663,0.0,63.07023270981714,0.14629920822918052,-0.5109368170484833,52.0,-588577.0
2018-03-23,87.0,87.37999725341797,85.77999877929688,85.91999816894531,78.09855651855469,1311310.0,-0.32786741720610685,0.6121928751121863,0.0,53.76660707488345,0.19404950739729543,-0.3699395521593275,52.0,-1899887.0
2018-03-26,85.4000015258789,85.5999984741211,84.62000274658203,85.12000274658203,77.37138366699219,1152603.0,-1.1445962689749103,1.6530828215614322,0.0,50.14567587649582,0.16543202140148594,-0.26286523744716483,52.0,-3052490.0
