Date,Returns
2018-01-02,-1.0767133074032158
2018-01-03,0.22624434389140274
2018-01-04,-0.17994113800361733
2018-01-05,0.9246743707607734
2018-01-08,0.02233276155465282
2018-01-09,0.268032534450358
2018-01-10,0.1559047231695561
2018-01-11,-0.9337442871133034
2018-01-12,0.02243295339927451
2018-01-15,-0.17896818634646378
2018-01-16,0.38176785394873436
2018-01-17,0.5385982638265139
2018-01-18,-1.6258324705943639
2018-01-19,0.7013588469492364
2018-01-22,0.13483283225070225
2018-01-23,0.02239276805842717
2018-01-24,-0.49305516513758596
2018-01-25,-1.3683211648651616
2018-01-26,1.609978708280187
2018-01-29,-1.0939928473445857
2018-01-30,0.11273957158962795
2018-01-31,-0.15698176699584543
2018-02-01,0.24735227248552524
2018-02-02,-0.5611672278338945
2018-02-05,-0.7736049821352389
2018-02-06,0.42363340466073496
2018-02-07,0.3716622772394019
2018-02-08,-1.720928813135901
2018-02-09,0.6904747372581845
2018-02-12,1.7840389914355925
2018-02-13,-0.45871559633027525
2018-02-14,-0.25240376703728923
2018-02-15,1.6521368537650423
2018-02-16,0.42869897205615987
2018-02-19,-1.1638276256763616
2018-02-20,-0.43083761825042516
2018-02-21,0.97682591406798
2018-02-22,0.316955820193213
2018-02-23,0.5398096859057595
2018-02-26,-0.37946701049803416
2018-02-27,-1.6488400396075866
2018-02-28,0.4772741144353694
2018-03-01,-0.1356865868277652
2018-03-02,0.6622502710447546
2018-03-05,-0.11350737797956867
2018-03-06,-0.06771733475591267
2018-03-07,-0.18103367368593992
2018-03-08,0.6349178668863508
2018-03-09,0.6066011351222617
2018-03-12,-0.20044407494084074
2018-03-13,-0.4899804470002657
2018-03-14,-0.6700915609117073
2018-03-15,0.874438093382147
2018-03-16,0.1552133496743474
2018-03-19,0.02214484104607352
2018-03-20,0.4434589800443459
2018-03-21,1.7543859649122806
2018-03-22,0.538560950938754
2018-03-23,0.32271945770104665
2018-03-26,-0.6393861726235996
2018-03-27,0.7662848439881221
2018-03-28,1.6585197773767477
2018-03-29,0.3125
2018-04-03,0.4981370848630654
2018-04-04,0.6353773605853621
2018-04-05,0.20202020202020202
2018-04-06,0.6460755675142013
2018-04-09,0.720001220703125
2018-04-10,-0.7483237267264509
2018-04-11,1.5133364000804563
2018-04-12,1.2668237810456735
2018-04-13,0.5058318260578794
2018-04-16,0.7350073100519826
2018-04-17,0.19113149401156707
2018-04-18,-0.8361885807656212
2018-04-19,-1.1115346739467487
2018-04-20,0.31007278797238375
2018-04-23,0.03864537349054781
2018-04-24,0.19349845658289802
2018-04-25,0.657899476465266
2018-04-26,0.38314176245210724
2018-04-27,1.7523832775297616
2018-04-30,0.186985793348058
2018-05-02,1.2327185814308583
2018-05-03,0.7334066411708186
2018-05-04,-0.796528642215333
2018-05-07,0.6204424113252737
2018-05-08,2.13151180428353
2018-05-09,0.9886962119626745
2018-05-10,1.433568567662806
2018-05-11,0.24030629466718656
2018-05-14,0.37632779659735777
2018-05-15,-0.1705320529273871
2018-05-16,0.8205107338408119
2018-05-17,0.9907734115272823
2018-05-18,1.3955092831401905
2018-05-21,1.0705962771412716
2018-05-22,0.19874333078700074
2018-05-23,0.6320671516653551
2018-05-24,0.8629293756567155
2018-05-25,0.16474464579901155
2018-05-28,-0.29421180596326857
2018-05-29,1.3571684941015008
2018-05-30,-0.48955614552223753
2018-05-31,-0.5228778116064134
2018-06-01,-0.39344662525614754
2018-06-04,-0.23309414515717622
2018-06-05,-0.3696256992457872
2018-06-06,0.5735533880020819
2018-06-07,-4.0369443331371215
2018-06-08,-0.1772421088911734
2018-06-11,0.14204328402512106
2018-06-12,-0.7885348412298386
2018-06-13,0.3961021021192627
2018-06-14,-1.218199148022716
2018-06-15,-1.1531575520833333
2018-06-18,-0.10936485830074824
2018-06-19,-0.3703703703703704
2018-06-20,-1.5991029715768872
2018-06-21,-0.9039525033839454
2018-06-22,0.6468844315055687
2018-06-25,-0.9502090239467289
2018-06-26,-0.22997551458498142
2018-06-27,0.3076876126802885
2018-06-28,-1.031720321394279
2018-06-29,0.1146742301106997
2018-07-02,-0.9965527651745415
2018-07-03,0.30686143287690026
2018-07-04,-0.42065242964268645
2018-07-05,-0.6883318519956979
2018-07-06,0.5744925181676597
2018-07-09,-0.3407776886349699
2018-07-10,2.3158717710194456
2018-07-11,-1.9820448444065695
2018-07-12,1.5642907317966026
2018-07-13,0.11185226670951112
2018-07-16,-0.4827285005182209
2018-07-17,1.1214953271028036
2018-07-18,-0.14711066769521794
2018-07-19,0.11081927574473822
2018-07-20,0.8518473307291666
2018-07-23,-0.11005807183766081
2018-07-24,0.10953571275370733
2018-07-25,1.0560793270307387
2018-07-26,-2.007170646421371
2018-07-27,-0.5514705882352942
2018-07-30,-0.073941666185305
2018-07-31,0.03693224286264114
2018-08-01,0.48095389169702807
2018-08-02,0.5919371719473105
2018-08-03,-0.3664345996208842
2018-08-06,-0.22010494867259175
2018-08-07,0.10988563845009157
2018-08-08,-0.621122444724384
2018-08-09,1.4306653738677515
2018-08-10,-0.8354478368878056
2018-08-13,0.6975014460559783
2018-08-14,0.47083946549474454
2018-08-15,-2.589001096372227
2018-08-16,0.6256833320116912
2018-08-17,-0.14669028095195144
2018-08-20,0.47567448540527185
2018-08-21,0.03639445995442916
2018-08-22,0.14508301732827192
2018-08-23,0.28932650740280286
2018-08-24,-0.2520749644437812
2018-08-27,0.7545836132331594
2018-08-28,0.8522705413586326
2018-08-29,-0.28060971358113546
2018-08-30,0.21045460914433356
2018-08-31,-1.925770266967896
