Date,Open,High,Low,Close,Adj Close,Volume,Returns,Lag3,Lag6,Lag9,Lag13,Lag32,summary_sentiment_VADER,RSI,MACD,MACD_signal,AROONOSC,OBV
2018-04-06,495.0,496.0,490.5,496.0,476.1756591796875,86644.0,0.6460755675142013,0.4981370848630654,0.7662848439881221,0.538560950938754,0.1552133496743474,-1.1638276256763616,0.0,88.02636323848179,12.298090658742467,8.092539018875174,88.0,613764.0
2018-04-09,495.2999877929688,499.6000061035156,495.0,498.5,478.57568359375,66232.0,0.720001220703125,0.6353773605853621,1.6585197773767477,0.32271945770104665,0.02214484104607352,-0.43083761825042516,0.0,88.68263610187941,13.278350946997193,9.129701404499578,92.0,679996.0
2018-04-10,500.0,505.6000061035156,496.2000122070313,503.6000061035156,483.4718627929688,62591.0,-0.7483237267264509,0.20202020202020202,0.3125,-0.6393861726235996,0.4434589800443459,0.97682591406798,0.0,89.89893647664336,14.301878999363282,10.164136923472318,96.0,742587.0
2018-04-11,507.7999877929688,513.2000122070312,502.2000122070313,504.0,483.8559265136719,63569.0,1.5133364000804563,0.6460755675142013,0.4981370848630654,0.7662848439881221,1.7543859649122806,0.316955820193213,0.0,89.98980333688876,14.972712411057842,11.125852020989424,100.0,806156.0
2018-04-12,502.2000122070313,509.7999877929688,501.7999877929688,509.7999877929688,489.4241333007813,47823.0,1.2668237810456735,0.720001220703125,0.6353773605853621,1.6585197773767477,0.538560950938754,0.5398096859057595,0.0,91.2227773749297,15.790342031499165,12.058750023091372,88.0,853979.0
2018-04-13,505.2000122070313,511.6000061035156,505.0,511.6000061035156,491.1521606445313,45271.0,0.5058318260578794,-0.7483237267264509,0.20202020202020202,0.3125,0.32271945770104665,-0.37946701049803416,0.0,91.56981990558141,16.3945793254897,12.925915883571038,88.0,899250.0
2018-04-16,514.0,516.5999755859375,512.0,516.5999755859375,495.9523010253906,49270.0,0.7350073100519826,1.5133364000804563,0.6460755675142013,0.4981370848630654,-0.6393861726235996,-1.6488400396075866,0.0,92.46145698185792,17.080009764387853,13.756734659734402,100.0,948520.0
2018-04-17,517.0,520.7999877929688,514.5999755859375,520.7999877929688,499.98443603515625,39213.0,0.19113149401156707,1.2668237810456735,0.720001220703125,0.6353773605853621,0.7662848439881221,0.4772741144353694,0.0,93.11975569825245,17.757427637425792,14.55687325527268,100.0,987733.0
2018-04-18,523.2000122070312,526.4000244140625,520.5999755859375,524.2000122070312,503.2485656738281,55753.0,-0.8361885807656212,0.5058318260578794,-0.7483237267264509,0.20202020202020202,1.6585197773767477,-0.1356865868277652,0.0,93.60648911726021,18.357031307310365,15.316904865680218,100.0,1043486.0
2018-04-19,526.2000122070312,526.2000122070312,514.4000244140625,521.7999877929688,500.9445190429688,57917.0,-1.1115346739467487,0.7350073100519826,1.5133364000804563,0.6460755675142013,0.3125,0.6622502710447546,0.0,88.82941044450654,18.426154385359553,15.938754769616086,92.0,985569.0
2018-04-20,521.7999877929688,521.7999877929688,514.2000122070312,516.0,495.3762817382813,57961.0,0.31007278797238375,0.19113149401156707,1.2668237810456735,0.720001220703125,0.4981370848630654,-0.11350737797956867,0.0,78.41464018108181,17.807648888832375,16.312533593459342,92.0,927608.0
2018-04-23,516.0,517.5999755859375,514.2000122070312,517.5999755859375,496.9123840332031,65731.0,0.03864537349054781,-0.8361885807656212,0.5058318260578794,-0.7483237267264509,0.6353773605853621,-0.06771733475591267,0.0,79.14117060656181,17.24776202075816,16.499579278919107,88.0,993339.0
