Date,Open,High,Low,Close,Adj Close,Volume,Returns,Lag3,Lag15,summary_sentiment_VADER,RSI,MACD,MACD_signal,AROONOSC,OBV
2018-03-14,108.27999877929688,108.94000244140624,107.1999969482422,107.31999969482422,96.2897720336914,566600.0,-0.36054303064638227,-0.12268083543921035,1.2529660312700306,0.0,43.947788172031004,-1.1593392350033724,-1.6500834694707025,44.0,-4445900.0
2018-03-15,108.16999816894533,108.7699966430664,107.33000183105467,107.77999877929688,96.70247650146484,429200.0,0.4167094976744088,1.4440834853811444,0.7213830690194594,0.0,45.5261720588198,-0.9897437764959562,-1.5180155308757532,44.0,-4016700.0
2018-03-16,107.98999786376952,108.5500030517578,106.8000030517578,108.44000244140624,97.29464721679688,527200.0,0.46019327471514765,-0.8865894858656094,0.14763867182782345,0.0,47.79752708424715,-0.7929408456281948,-1.3730005938262415,44.0,-3489500.0
2018-03-19,108.6500015258789,110.25,107.87000274658205,109.1500015258789,97.9316864013672,706500.0,-0.5964958416054537,-0.36054303064638227,0.31115949275242405,0.0,50.202978667738286,-0.5730760486584359,-1.2130156847926803,44.0,-2783000.0
2018-03-20,108.97000122070312,110.68000030517578,107.9000015258789,108.31999969482422,97.18697357177734,616500.0,1.582629017181933,0.4167094976744088,-2.0871102414308935,0.0,47.45033035111097,-0.4604974956903902,-1.0625120469722222,44.0,-3399500.0
2018-03-21,108.68000030517578,110.51000213623048,108.58000183105467,110.4000015258789,99.05319213867188,704500.0,-0.8783060478631765,0.46019327471514765,-2.3526183837227195,0.0,54.224060070361304,-0.2011210189995012,-0.890233841377678,-12.0,-2695000.0
2018-03-22,110.44000244140624,111.8499984741211,109.41000366210938,109.47000122070312,98.2187728881836,614300.0,-3.8062853614466743,-0.5964958416054537,-0.6427223871090948,0.0,51.05520789835737,-0.06980191181696682,-0.7261474554655358,52.0,-3309300.0
2018-03-23,111.91999816894533,111.91999816894533,107.5999984741211,107.66000366210938,96.5948257446289,941300.0,-0.6494683208111726,1.582629017181933,2.228197880930568,0.0,45.48401355209163,-0.11050837768065946,-0.6030196399085606,56.0,-4250600.0
2018-03-26,107.77999877929688,109.8000030517578,106.95999908447266,107.08000183105467,96.07443237304688,772500.0,1.4754404049004464,-0.8783060478631765,1.129727861468253,0.0,43.833385089690616,-0.18740950551919866,-0.5198976130306882,56.0,-5023100.0
2018-03-27,109.12000274658205,110.75,107.9800033569336,110.7300033569336,99.34928131103516,648700.0,-0.9490266246838497,-3.8062853614466743,-0.4374953172931167,0.0,54.92048884830806,0.04564425684858975,-0.40678923905483255,56.0,-4374400.0
2018-03-28,110.63999938964844,111.9499969482422,108.94000244140624,109.58999633789062,98.32645416259766,729600.0,0.5666265371570633,-0.6494683208111726,1.086752531842196,0.0,51.50104803349665,0.1367753425766267,-0.2980763227285407,68.0,-5104000.0
2018-03-29,109.41999816894533,110.77999877929688,108.16000366210938,110.04000091552734,99.18270874023438,771500.0,0.7207234700520706,1.4754404049004464,-1.6542024701555198,0.0,52.751600419286035,0.2425134490687384,-0.18995836836908486,68.0,-4332500.0
2018-04-02,111.0,112.69000244140624,110.56999969482422,111.8000030517578,100.76908111572266,668800.0,-2.6666658418672577,-0.9490266246838497,-0.12268083543921035,0.0,57.38031803468399,0.46299203967703306,-0.05936828675986128,76.0,-3663700.0
2018-04-03,111.0,111.2300033569336,107.2300033569336,108.04000091552734,97.38005065917967,849100.0,0.687505752293714,0.5666265371570633,1.4440834853811444,0.0,46.826197362912694,0.3305122232785038,0.018607815247811743,76.0,-4512800.0
2018-04-04,109.08999633789062,109.98999786376952,108.0500030517578,109.83999633789062,99.00245666503906,797900.0,3.756208892002207,0.7207234700520706,-0.8865894858656094,0.0,51.431728708383815,0.36654035269008034,0.08819432273626547,76.0,-3714900.0
2018-04-05,108.62000274658205,112.94000244140624,108.38999938964844,112.6999969482422,101.58026885986328,1054000.0,1.3377056812293293,-2.6666658418672577,-0.36054303064638227,0.0,57.700679019689616,0.6187386184087984,0.19430318187077206,88.0,-2660900.0
2018-04-06,112.87999725341795,114.68000030517578,112.75,114.38999938964844,103.103515625,819400.0,-1.9045161943504056,0.687505752293714,0.4167094976744088,0.0,60.911370086727445,0.9440937094583148,0.3442612873882806,92.0,-1841500.0
